Activity_ID,L3(도메인),L4,L5,L6 Name,Cadence,Output Type,Digital Trace,seq,pre_dependency
V2-L6-0001,교육,교육과정설계,Pilot과정 운영,Pilot과정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0139,교육,진단/검정,결과 분석/확정/보고,결과 분석/확정/보고 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0140,교육,진단/검정,결과 분석/확정/보고,결과 분석/확정/보고 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0139
V2-L6-0141,교육,진단/검정,결과 분석/확정/보고,1차 결과 분석/확정/보고 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0140
V2-L6-0142,교육,진단/검정,결과 분석/확정/보고,결과 분석 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0141
V2-L6-0143,교육,진단/검정,결과 분석/확정/보고,결과 분석 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0142
V2-L6-0144,교육,진단/검정,결과 분석/확정/보고,보고 운영계획서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0143
V2-L6-0145,교육,진단/검정,결과 분석/확정/보고,보고 수료 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0144
V2-L6-0146,교육,진단/검정,결과 분석/확정/보고,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0145
V2-L6-0147,교육,진단/검정,실시계획 수립,실시계획 수립 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0148,교육,진단/검정,실시계획 수립,실시계획 수립 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0147
V2-L6-0149,교육,진단/검정,실시계획 수립,1차 실시계획 수립 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0148
V2-L6-0150,교육,진단/검정,실시계획 수립,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0149
V2-L6-0151,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석 및 개발 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0152,교육,진단/검정,진단/검정 문항 분석 및 개발,진단/검정 문항 분석 및 개발 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0151
V2-L6-0153,교육,진단/검정,진단/검정 문항 분석 및 개발,1차 진단/검정 문항 분석 및 개발 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0152
V2-L6-0154,교육,진단/검정,진단/검정 문항 분석 및 개발,진단 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0153
V2-L6-0155,교육,진단/검정,진단/검정 문항 분석 및 개발,진단 발행,상시,training_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0154
V2-L6-0156,교육,진단/검정,진단/검정 문항 분석 및 개발,개발 수료 발행,상시,training_status,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0155
V2-L6-0157,교육,진단/검정,진단/검정 문항 분석 및 개발,개발 운영계획서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0156
V2-L6-0158,교육,진단/검정,진단/검정 문항 분석 및 개발,검정 문항 분석 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0157
V2-L6-0159,교육,진단/검정,진단/검정 문항 분석 및 개발,검정 문항 분석 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,9,V2-L6-0158
V2-L6-0160,교육,진단/검정,진단/검정 문항 분석 및 개발,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,10,V2-L6-0159
V2-L6-0161,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 및 평가 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0162,교육,진단/검정,진단/검정 운영 및 평가,진단/검정 및 평가 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0161
V2-L6-0163,교육,진단/검정,진단/검정 운영 및 평가,1차 진단/검정 및 평가 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0162
V2-L6-0164,교육,진단/검정,진단/검정 운영 및 평가,진단 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0163
V2-L6-0165,교육,진단/검정,진단/검정 운영 및 평가,진단 발행,상시,training_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0164
V2-L6-0166,교육,진단/검정,진단/검정 운영 및 평가,평가 수료 발행,상시,training_status,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0165
V2-L6-0167,교육,진단/검정,진단/검정 운영 및 평가,평가 운영계획서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0166
V2-L6-0168,교육,진단/검정,진단/검정 운영 및 평가,검정 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0167
V2-L6-0169,교육,진단/검정,진단/검정 운영 및 평가,검정 발행,상시,training_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,9,V2-L6-0168
V2-L6-0170,교육,진단/검정,진단/검정 운영 및 평가,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,10,V2-L6-0169
V2-L6-0171,교육,컨텐츠 개발(외부),강사계약,강사계약 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0172,교육,컨텐츠 개발(외부),강사계약,강사계약 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0171
V2-L6-0173,교육,컨텐츠 개발(외부),강사계약,1차 강사계약 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0172
V2-L6-0174,교육,컨텐츠 개발(외부),강사계약,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0173
V2-L6-0175,교육,컨텐츠 개발(외부),강사선정,강사선정 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0176,교육,컨텐츠 개발(외부),강사선정,강사선정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0175
V2-L6-0177,교육,컨텐츠 개발(외부),강사선정,1차 강사선정 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0176
V2-L6-0178,교육,컨텐츠 개발(외부),강사선정,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0177
V2-L6-0179,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0180,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0179
V2-L6-0181,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,1차 이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0180
V2-L6-0182,교육,컨텐츠 개발(외부),이러닝 콘텐츠 개발,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0181
V2-L6-0183,교육,컨텐츠 개발(외부),컨텐츠협의,컨텐츠협의 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0184,교육,컨텐츠 개발(외부),컨텐츠협의,컨텐츠협의 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0183
V2-L6-0185,교육,컨텐츠 개발(외부),컨텐츠협의,1차 컨텐츠협의 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0184
V2-L6-0186,교육,컨텐츠 개발(외부),컨텐츠협의,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0185
V2-L6-0187,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱/ 및 큐레이션 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0188,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱/ 및 큐레이션 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0187
V2-L6-0189,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,1차 이러닝 컨텐츠 소싱/ 및 큐레이션 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0188
V2-L6-0190,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0189
V2-L6-0191,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 발행,상시,training_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0190
V2-L6-0192,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,큐레이션 수료 발행,상시,training_status,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0191
V2-L6-0193,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,큐레이션 운영계획서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0192
V2-L6-0194,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,8,V2-L6-0193
V2-L6-0195,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,발행,상시,training_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,9,V2-L6-0194
V2-L6-0196,교육,플랫폼,이러닝 컨텐츠 소싱/관리 및 큐레이션,성과 리포트 발행,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,10,V2-L6-0195
V2-L6-0197,기획,People Analytics,데이터 분석,데이터 분석 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0198,기획,People Analytics,데이터 분석,데이터 분석 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0197
V2-L6-0199,기획,People Analytics,데이터 분석,1차 데이터 분석 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0198
V2-L6-0200,기획,People Analytics,데이터 분석,자료집 발행,상시,minutes_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0199
V2-L6-0201,기획,People Analytics,인사이트 발굴,인사이트 발굴 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0202,기획,People Analytics,인사이트 발굴,인사이트 발굴 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0201
V2-L6-0203,기획,People Analytics,인사이트 발굴,1차 인사이트 발굴 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0202
V2-L6-0204,기획,People Analytics,인사이트 발굴,자료집 발행,상시,minutes_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0203
V2-L6-0205,기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0206,기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0205
V2-L6-0207,기획,자료 작성,People팀 조직 및 인력 현황 작성,1차 People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0206
V2-L6-0208,기획,자료 작성,People팀 조직 및 인력 현황 작성,인력 현황 작성 회의록 발행,상시,minutes_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0207
V2-L6-0209,기획,자료 작성,People팀 조직 및 인력 현황 작성,자료집 발행,상시,minutes_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,5,V2-L6-0208
V2-L6-0210,기획,자료 작성,People팀 조직 및 인력 현황 작성,People팀 조직 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,6,V2-L6-0209
V2-L6-0211,기획,자료 작성,People팀 조직 및 인력 현황 작성,인력 현황 작성 계획안 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,7,V2-L6-0210
V2-L6-0212,기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 기준서 확정,상시,approval_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,1,
V2-L6-0213,기획,자료 작성,People팀 주간업무 작성,People팀 주간업무 작성 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,2,V2-L6-0212
V2-L6-0214,기획,자료 작성,People팀 주간업무 작성,1차 People팀 주간업무 작성 결과표 등록,상시,analysis_report,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,3,V2-L6-0213
V2-L6-0215,기획,자료 작성,People팀 주간업무 작성,자료집 발행,상시,minutes_doc,업무 시스템 처리 로그 | 결과 데이터 저장 로그 | 증빙 이력,4,V2-L6-0214
