[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
인력운영,휴복직,복직,복직원 작성 및 신청,인력운영,휴복직,복직,복직원 작성 및 신청 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
인력운영,휴복직,복직,복직원 작성 및 신청,인력운영,휴복직,복직,복직원 작성 및 신청 기안서 확정,HR,내용 검토 및 기안 확정
인력운영,휴복직,복직,출근 및 행정사항 처리,인력운영,휴복직,복직,출근 및 행정사항 처리 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,휴복직,복직,출근 및 행정사항 처리,인력운영,휴복직,복직,출근 및 행정사항 처리 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,휴복직,복직,부서장 전결 메모결재 진행,인력운영,휴복직,복직,부서장 전결 메모결재 진행 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,휴복직,복직,부서장 전결 메모결재 진행,인력운영,휴복직,복직,부서장 전결 메모결재 진행 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,휴복직,복직,연장 휴직원 작성 안내,인력운영,휴복직,복직,연장 휴직원 작성 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
인력운영,휴복직,복직,연장 휴직원 작성 안내,인력운영,휴복직,복직,연장 휴직원 작성 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
인력운영,휴복직,복직,휴직 발령 수정,인력운영,휴복직,복직,휴직 발령 수정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,휴복직,복직,휴직 발령 수정,인력운영,휴복직,복직,휴직 발령 수정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,퇴직,퇴직,퇴직 면담 요청,인력운영,퇴직,퇴직,퇴직 면담 요청 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,퇴직,퇴직,퇴직 면담 요청,인력운영,퇴직,퇴직,퇴직 면담 요청 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,퇴직,퇴직,부서장/인사 퇴직면담,인력운영,퇴직,퇴직,부서장/인사 퇴직면담 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,퇴직,퇴직,부서장/인사 퇴직면담,인력운영,퇴직,퇴직,부서장/인사 퇴직면담 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
인력운영,퇴직,퇴직,퇴직원 작성,인력운영,퇴직,퇴직,퇴직원 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
인력운영,퇴직,퇴직,퇴직원 작성,인력운영,퇴직,퇴직,퇴직원 작성 기안서 확정,HR,내용 검토 및 기안 확정
인력운영,퇴직,퇴직,퇴직 행정사항 안내,인력운영,퇴직,퇴직,퇴직 행정사항 안내 문구 확정,HR,안내/공지할 내용의 초안 컨펌
인력운영,퇴직,퇴직,퇴직 행정사항 안내,인력운영,퇴직,퇴직,퇴직 행정사항 안내 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
인력운영,퇴직,퇴직,퇴직자 사후 모니터링,인력운영,퇴직,퇴직,퇴직자 사후 모니터링 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,퇴직,퇴직,퇴직자 사후 모니터링,인력운영,퇴직,퇴직,퇴직자 사후 모니터링 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,퇴직,리텐션,우수인력 관리,인력운영,퇴직,리텐션,우수인력 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,퇴직,리텐션,우수인력 관리,인력운영,퇴직,리텐션,우수인력 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,퇴직,리텐션,퇴직 사유 관리,인력운영,퇴직,리텐션,퇴직 사유 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,퇴직,리텐션,퇴직 사유 관리,인력운영,퇴직,리텐션,퇴직 사유 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설",인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설",인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담,인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담,인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,리스킬링,발령 및 실이동,인력운영,인력 활용,리스킬링,발령 및 실이동 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,리스킬링,발령 및 실이동,인력운영,인력 활용,리스킬링,발령 및 실이동 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,리스킬링,온보딩 관리,인력운영,인력 활용,리스킬링,온보딩 관리 요청 접수 완료,Digital Worker,시스템상 요청 내역 접수
인력운영,인력 활용,리스킬링,온보딩 관리,인력운영,인력 활용,리스킬링,온보딩 관리 현장 조치 완료,SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,인력 활용,시니어,시니어 활용 방안 수립,인력운영,인력 활용,시니어,시니어 활용 방안 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,인력 활용,시니어,시니어 활용 방안 수립,인력운영,인력 활용,시니어,시니어 활용 방안 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리 요청 접수 완료",Digital Worker,시스템상 요청 내역 접수
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리 현장 조치 완료",SSC,물리적/육안 작업이 필요한 행정 지원 패키지 이관
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발 검토 완료",Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발 결과 확정",HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,사업특화 제도,사업특화 현황 분석,인력운영,인력 활용,사업특화 제도,사업특화 현황 분석 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,사업특화 제도,사업특화 현황 분석,인력운영,인력 활용,사업특화 제도,사업특화 현황 분석 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 신설,인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 신설 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 신설,인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 신설 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 운영,인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 운영 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 운영,인력운영,인력 활용,사업특화 제도,사업특화 제도/팀 운영 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력계획,인력 계획,조직도 및 기초정보 세팅,인력운영,인력계획,인력 계획,조직도 및 기초정보 세팅 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력계획,인력 계획,조직도 및 기초정보 세팅,인력운영,인력계획,인력 계획,조직도 및 기초정보 세팅 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력계획,인력 계획,인력계획 기준 수립/공지,인력운영,인력계획,인력 계획,인력계획 기준 수립/공지 문구 확정,HR,안내/공지할 내용의 초안 컨펌
인력운영,인력계획,인력 계획,인력계획 기준 수립/공지,인력운영,인력계획,인력 계획,인력계획 기준 수립/공지 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
인력운영,인력계획,인력 계획,사업부별 기준 공지/인력계획 요청,인력운영,인력계획,인력 계획,사업부별 기준 공지/인력계획 요청 문구 확정,HR,안내/공지할 내용의 초안 컨펌
인력운영,인력계획,인력 계획,사업부별 기준 공지/인력계획 요청,인력운영,인력계획,인력 계획,사업부별 기준 공지/인력계획 요청 시스템 발송,Digital Worker,일괄 메일/메시지 발송 작업
인력운영,인력계획,인력 계획,사업부별 인력계획 수립,인력운영,인력계획,인력 계획,사업부별 인력계획 수립 자료 수집 완료,Digital Worker,과거 이력 및 관련 데이터 수집
인력운영,인력계획,인력 계획,사업부별 인력계획 수립,인력운영,인력계획,인력 계획,사업부별 인력계획 수립 최종안 확정,HR,기획안 최종 의사결정
인력운영,인력계획,인력 계획,수급별 인력계획 작성,인력운영,인력계획,인력 계획,수급별 인력계획 작성 데이터 취합 완료,Digital Worker,작성에 필요한 원천 데이터 수집
인력운영,인력계획,인력 계획,수급별 인력계획 작성,인력운영,인력계획,인력 계획,수급별 인력계획 작성 기안서 확정,HR,내용 검토 및 기안 확정
인력운영,인력계획,인력 계획,인력 계획 보고,인력운영,인력계획,인력 계획,인력 계획 보고 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력계획,인력 계획,인력 계획 보고,인력운영,인력계획,인력 계획,인력 계획 보고 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
인력운영,인력계획,인력 계획,인력 계획 입력,인력운영,인력계획,인력 계획,인력 계획 입력 ERP 시스템 등록,Digital Worker,결정된 데이터를 시스템에 기계적 반영
인력운영,인력계획,인력 계획,인력 계획 취합/조정,인력운영,인력계획,인력 계획,인력 계획 취합/조정 검토 완료,Digital Worker,기본 요건에 대한 1차 시스템/RPA 검토
인력운영,인력계획,인력 계획,인력 계획 취합/조정,인력운영,인력계획,인력 계획,인력 계획 취합/조정 결과 확정,HR,결과물에 대한 최종 책임 및 의사결정
