Activity_ID,L3(도메인),Redesign_L4,Redesign_L5,Redesign_L6,Cadence,Output Type,pre_dependency,seq,Digital Trace
V2-L6-0001,총무,의사결정·승인 프로세스 그룹,날인 및 증명서 관리 [기준확정],날인 및 증명서  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0119,노사,통보·핸드오프 프로세스 그룹,면담질문지 준비 [통보인계],면담질문지 준비 결과 통보 발송 완료,상시,notification_doc,V2-L6-0118,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0120,노사,의사결정·승인 프로세스 그룹,면담기록/요약 [기준확정],면담기록/요약 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0121,노사,실행·반영 프로세스 그룹,면담기록/요약 [실행등록],면담기록/요약 결과표 등록,상시,analysis_report,V2-L6-0120,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0122,노사,통보·핸드오프 프로세스 그룹,면담기록/요약 [통보인계],면담기록/요약 결과 통보 발송 완료,상시,notification_doc,V2-L6-0121,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0123,노사,의사결정·승인 프로세스 그룹,유사사례 및 판례 확인 [기준확정],유사사례 및 판례 확인 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0124,노사,실행·반영 프로세스 그룹,유사사례 및 판례 확인 [실행등록],유사사례 및 판례 확인 결과표 등록,상시,analysis_report,V2-L6-0123,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0125,노사,통보·핸드오프 프로세스 그룹,유사사례 및 판례 확인 [통보인계],유사사례 및 판례 확인 결과 통보 발송 완료,상시,notification_doc,V2-L6-0124,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0126,노사,의사결정·승인 프로세스 그룹,징계양정 제안 [기준확정],징계양정 제안 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0127,노사,실행·반영 프로세스 그룹,징계양정 제안 [실행등록],징계양정 제안 결과표 등록,상시,analysis_report,V2-L6-0126,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0128,노사,통보·핸드오프 프로세스 그룹,징계양정 제안 [통보인계],징계양정 제안 결과 통보 발송 완료,상시,notification_doc,V2-L6-0127,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0129,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(양성) [기준확정],주재원 인사(양성) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0130,해외인사,실행·반영 프로세스 그룹,주재원 인사(양성) [실행등록],주재원 인사(양성) 결과표 등록,상시,analysis_report,V2-L6-0129,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0131,해외인사,통보·핸드오프 프로세스 그룹,주재원 인사(양성) [통보인계],주재원 인사(양성) 결과 통보 발송 완료,상시,notification_doc,V2-L6-0130,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0132,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(선발/부임) [기준확정],주재원 인사(선발/부임) 기준서 확정,수시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0133,해외인사,실행·반영 프로세스 그룹,주재원 인사(선발/부임) [실행등록],중간 주재원 인사(선발/부임) 결과표 등록,수시,analysis_report,V2-L6-0132,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0134,해외인사,실행·반영 프로세스 그룹,주재원 인사(선발/부임) [통보인계],중간 주재원 인사(선발/부임) 결과표 등록,수시,analysis_report,V2-L6-0133,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0135,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(선발/부임) [확장단계4],부임 일정확정서 발행,수시,approval_doc,V2-L6-0134,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0136,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(관리) [기준확정],주재원 인사() 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0137,해외인사,실행·반영 프로세스 그룹,주재원 인사(관리) [실행등록],중간 주재원 인사() 결과표 등록,상시,analysis_report,V2-L6-0136,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0138,해외인사,실행·반영 프로세스 그룹,주재원 인사(관리) [통보인계],중간 주재원 인사() 결과표 등록,상시,analysis_report,V2-L6-0137,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0139,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(관리) [확장단계4],주재원 인사() 처리 결과 확정,상시,approval_doc,V2-L6-0138,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0140,해외인사,의사결정·승인 프로세스 그룹,주재원 인사(귀임) [기준확정],주재원 인사(귀임) 기준서 확정,수시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0141,해외인사,실행·반영 프로세스 그룹,주재원 인사(귀임) [실행등록],주재원 인사(귀임) 결과표 등록,수시,analysis_report,V2-L6-0140,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0142,해외인사,통보·핸드오프 프로세스 그룹,주재원 인사(귀임) [통보인계],주재원 인사(귀임) 결과 통보 발송 완료,수시,notification_doc,V2-L6-0141,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0143,해외인사,의사결정·승인 프로세스 그룹,STEP 운영 [기준확정],STEP  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0144,해외인사,실행·반영 프로세스 그룹,STEP 운영 [실행등록],중간 STEP  결과표 등록,상시,analysis_report,V2-L6-0143,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0145,해외인사,실행·반영 프로세스 그룹,STEP 운영 [통보인계],중간 STEP  결과표 등록,상시,analysis_report,V2-L6-0144,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0146,해외인사,심사·평가 프로세스 그룹,STEP 운영 [확장단계4],STEP 복귀결과 평가서 등록,상시,analysis_report,V2-L6-0145,4,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0147,해외인사,의사결정·승인 프로세스 그룹,양성 파견 운영(현지/STEP) [기준확정],양성 파견 (현지/STEP) 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0148,해외인사,실행·반영 프로세스 그룹,양성 파견 운영(현지/STEP) [실행등록],양성 파견 (현지/STEP) 결과표 등록,상시,analysis_report,V2-L6-0147,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0149,해외인사,통보·핸드오프 프로세스 그룹,양성 파견 운영(현지/STEP) [통보인계],양성 파견 (현지/STEP) 결과 통보 발송 완료,상시,notification_doc,V2-L6-0148,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0150,해외인사,의사결정·승인 프로세스 그룹,파견 인력 부임/귀임 [기준확정],파견 인력 부임/귀임 기준서 확정,수시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0151,해외인사,실행·반영 프로세스 그룹,파견 인력 부임/귀임 [실행등록],중간 파견 인력 부임/귀임 결과표 등록,수시,analysis_report,V2-L6-0150,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0152,해외인사,실행·반영 프로세스 그룹,파견 인력 부임/귀임 [통보인계],중간 파견 인력 부임/귀임 결과표 등록,수시,analysis_report,V2-L6-0151,3,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0153,해외인사,의사결정·승인 프로세스 그룹,파견 인력 부임/귀임 [확장단계4],귀임 통합일정표 확정,수시,approval_doc,V2-L6-0152,4,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0154,해외인사,의사결정·승인 프로세스 그룹,지표 관리 [기준확정],지표  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0155,해외인사,실행·반영 프로세스 그룹,지표 관리 [실행등록],지표  결과표 등록,상시,analysis_report,V2-L6-0154,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0156,해외인사,통보·핸드오프 프로세스 그룹,지표 관리 [통보인계],지표  결과 통보 발송 완료,상시,notification_doc,V2-L6-0155,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0157,해외인사,의사결정·승인 프로세스 그룹,조직 관리 [기준확정],조직  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0158,해외인사,실행·반영 프로세스 그룹,조직 관리 [실행등록],조직  결과표 등록,상시,analysis_report,V2-L6-0157,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0159,해외인사,통보·핸드오프 프로세스 그룹,조직 관리 [통보인계],조직  결과 통보 발송 완료,상시,notification_doc,V2-L6-0158,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0160,해외인사,의사결정·승인 프로세스 그룹,VP 승격 [기준확정],VP 승격 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0161,해외인사,실행·반영 프로세스 그룹,VP 승격 [실행등록],VP 승격 결과표 등록,상시,analysis_report,V2-L6-0160,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0162,해외인사,통보·핸드오프 프로세스 그룹,VP 승격 [통보인계],VP 승격 결과 통보 발송 완료,상시,notification_doc,V2-L6-0161,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0163,해외인사,심사·평가 프로세스 그룹,현채인 평가 [기준확정],현채인 평가 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0164,해외인사,심사·평가 프로세스 그룹,현채인 평가 [실행등록],현채인 평가 결과표 등록,상시,analysis_report,V2-L6-0163,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0165,해외인사,심사·평가 프로세스 그룹,현채인 평가 [통보인계],현채인 평가 결과 통보 발송 완료,상시,notification_doc,V2-L6-0164,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0166,해외인사,심사·평가 프로세스 그룹,평가 운영 [기준확정],평가  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0167,해외인사,심사·평가 프로세스 그룹,평가 운영 [실행등록],평가  결과표 등록,상시,analysis_report,V2-L6-0166,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0168,해외인사,심사·평가 프로세스 그룹,평가 운영 [통보인계],평가  결과 통보 발송 완료,상시,notification_doc,V2-L6-0167,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0169,해외인사,의사결정·승인 프로세스 그룹,승격 운영 [기준확정],승격  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0170,해외인사,실행·반영 프로세스 그룹,승격 운영 [실행등록],승격  결과표 등록,상시,analysis_report,V2-L6-0169,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0171,해외인사,통보·핸드오프 프로세스 그룹,승격 운영 [통보인계],승격  결과 통보 발송 완료,상시,notification_doc,V2-L6-0170,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0172,해외인사,의사결정·승인 프로세스 그룹,시상 운영 [기준확정],시상  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0173,해외인사,실행·반영 프로세스 그룹,시상 운영 [실행등록],시상  결과표 등록,상시,analysis_report,V2-L6-0172,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0174,해외인사,통보·핸드오프 프로세스 그룹,시상 운영 [통보인계],시상  결과 통보 발송 완료,상시,notification_doc,V2-L6-0173,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0175,해외인사,의사결정·승인 프로세스 그룹,징계 관리 [기준확정],징계  기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0176,해외인사,실행·반영 프로세스 그룹,징계 관리 [실행등록],징계  결과표 등록,상시,analysis_report,V2-L6-0175,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0177,해외인사,통보·핸드오프 프로세스 그룹,징계 관리 [통보인계],징계  결과 통보 발송 완료,상시,notification_doc,V2-L6-0176,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
V2-L6-0178,해외인사,의사결정·승인 프로세스 그룹,인센티브 지급조직 정비 [기준확정],인센티브 지급조직 정비 기준서 확정,상시,approval_doc,,1,결재선 완료 데이터 | 승인자 서명 이력 | 승인 문서 원본 저장 로그
V2-L6-0179,해외인사,실행·반영 프로세스 그룹,인센티브 지급조직 정비 [실행등록],인센티브 지급조직 정비 결과표 등록,상시,analysis_report,V2-L6-0178,2,결과 데이터 집계 로그 | 분석 리포트 생성 로그 | 결과 보고 이력
V2-L6-0180,해외인사,실행·반영 프로세스 그룹,인센티브 지급조직 정비 [통보인계],인센티브 지급조직 정비 결과 통보 발송 완료,상시,notification_doc,V2-L6-0179,3,메일 발송 이력 로그 | 수신 확인 로그 | 통보 문서 발행 이력
