[Origin] L5 Name,[Origin] L6 Name,Activity_ID,[Current] L5 Name,[Current] L6 Name,Cadence,Output Type,Change_Logic,L3(도메인)
진단/검정 문항 분석 및 개발,진단/검정 문항 개발,V2-L6-0727,진단/검정 문항 분석 및 개발,검정 문항 분석 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 문항 분석 및 개발,진단/검정 문항 개발,V2-L6-0728,진단/검정 문항 분석 및 개발,검정 문항 분석 발행,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 문항 분석 및 개발,진단/검정 문항 개발,V2-L6-0729,진단/검정 문항 분석 및 개발,성과 리포트 발행,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 운영,V2-L6-0730,진단/검정 운영 및 평가,진단/검정  및 평가 기준서 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 운영,V2-L6-0731,진단/검정 운영 및 평가,중간 진단/검정  및 평가 결과표 등록,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 운영,V2-L6-0732,진단/검정 운영 및 평가,중간 진단/검정  및 평가 결과표 등록,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 운영,V2-L6-0733,진단/검정 운영 및 평가,진단 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 운영,V2-L6-0734,진단/검정 운영 및 평가,진단 발행,상시,training_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 평가,V2-L6-0735,진단/검정 운영 및 평가,평가 수료 발행,상시,training_status,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 평가,V2-L6-0736,진단/검정 운영 및 평가,평가 운영계획서 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 평가,V2-L6-0737,진단/검정 운영 및 평가,검정 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 평가,V2-L6-0738,진단/검정 운영 및 평가,검정 발행,상시,training_report,단일 프로세스를 10단계 성과활동으로 분해,교육
진단/검정 운영 및 평가,진단/검정 평가,V2-L6-0739,진단/검정 운영 및 평가,성과 리포트 발행,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
강사계약,교육 위탁업체 Bidding,V2-L6-0897,강사계약,강사계약 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,교육
강사계약,교육 위탁업체 Bidding,V2-L6-0898,강사계약,중간 강사계약 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강사계약,교육 위탁 계약 체결(필요시),V2-L6-0899,강사계약,중간 강사계약 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강사계약,교육 위탁 계약 체결(필요시),V2-L6-0900,강사계약,성과 리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강사선정,강사 탐색,V2-L6-0889,강사선정,강사선정 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,교육
강사선정,강사 탐색,V2-L6-0890,강사선정,중간 강사선정 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강사선정,강사 섭외,V2-L6-0891,강사선정,중간 강사선정 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강사선정,강사 섭외,V2-L6-0892,강사선정,성과 리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
강의안 및 교보재 개발,강의교안 개발,V2-L6-0905,강의안 및 교보재 개발,강의안 및 교보재 개발 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,강의교안 개발,V2-L6-0906,강의안 및 교보재 개발,중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,강의교안 개발,V2-L6-0907,강의안 및 교보재 개발,중간 강의안 및 교보재 개발 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,교보재 개발,V2-L6-0908,강의안 및 교보재 개발,교보재 개발 수료 발행,상시,training_status,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,교보재 개발,V2-L6-0909,강의안 및 교보재 개발,교보재 개발 운영계획서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,강의자료 번역(필요시),V2-L6-0910,강의안 및 교보재 개발,성과 리포트 발행,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,교육
강의안 및 교보재 개발,강의자료 번역(필요시),V2-L6-0911,강의안 및 교보재 개발,강의안 발행,상시,training_report,단일 프로세스를 7단계 성과활동으로 분해,교육
이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약,V2-L6-0901,이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,교육
이러닝 콘텐츠 개발,이러닝 콘텐츠 개발 계약,V2-L6-0902,이러닝 콘텐츠 개발,중간 이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
이러닝 콘텐츠 개발,이러닝 콘텐츠 검수,V2-L6-0903,이러닝 콘텐츠 개발,중간 이러닝 콘텐츠 개발 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
이러닝 콘텐츠 개발,이러닝 콘텐츠 검수,V2-L6-0904,이러닝 콘텐츠 개발,성과 리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
컨텐츠협의,교육 내용 협의,V2-L6-0893,컨텐츠협의,컨텐츠협의 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,교육
컨텐츠협의,교육 내용 협의,V2-L6-0894,컨텐츠협의,중간 컨텐츠협의 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
컨텐츠협의,교육 내용 협의,V2-L6-0895,컨텐츠협의,중간 컨텐츠협의 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
컨텐츠협의,교육 내용 협의,V2-L6-0896,컨텐츠협의,성과 리포트 발행,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,V2-L6-0748,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱/ 및 큐레이션 기준서 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,V2-L6-0749,이러닝 컨텐츠 소싱/관리 및 큐레이션,중간 이러닝 컨텐츠 소싱/ 및 큐레이션 결과표 등록,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,V2-L6-0750,이러닝 컨텐츠 소싱/관리 및 큐레이션,중간 이러닝 컨텐츠 소싱/ 및 큐레이션 결과표 등록,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱,V2-L6-0751,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,V2-L6-0752,이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 소싱 발행,상시,training_report,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,V2-L6-0753,이러닝 컨텐츠 소싱/관리 및 큐레이션,큐레이션 수료 발행,상시,training_status,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 관리,V2-L6-0754,이러닝 컨텐츠 소싱/관리 및 큐레이션,큐레이션 운영계획서 확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,V2-L6-0755,이러닝 컨텐츠 소싱/관리 및 큐레이션,확정,상시,approval_doc,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,V2-L6-0756,이러닝 컨텐츠 소싱/관리 및 큐레이션,발행,상시,training_report,단일 프로세스를 10단계 성과활동으로 분해,교육
이러닝 컨텐츠 소싱/관리 및 큐레이션,이러닝 컨텐츠 큐레이션,V2-L6-0757,이러닝 컨텐츠 소싱/관리 및 큐레이션,성과 리포트 발행,상시,analysis_report,단일 프로세스를 10단계 성과활동으로 분해,교육
데이터 분석,(원본 L6 미기재),V2-L6-0969,데이터 분석,데이터 분석 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
데이터 분석,(원본 L6 미기재),V2-L6-0970,데이터 분석,중간 데이터 분석 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
데이터 분석,(원본 L6 미기재),V2-L6-0971,데이터 분석,중간 데이터 분석 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
데이터 분석,(원본 L6 미기재),V2-L6-0972,데이터 분석,자료집 발행,상시,minutes_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
인사이트 발굴,(원본 L6 미기재),V2-L6-0973,인사이트 발굴,인사이트 발굴 기준서 확정,상시,approval_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
인사이트 발굴,(원본 L6 미기재),V2-L6-0974,인사이트 발굴,중간 인사이트 발굴 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
인사이트 발굴,(원본 L6 미기재),V2-L6-0975,인사이트 발굴,중간 인사이트 발굴 결과표 등록,상시,analysis_report,단일 프로세스를 4단계 성과활동으로 분해,기획
인사이트 발굴,(원본 L6 미기재),V2-L6-0976,인사이트 발굴,자료집 발행,상시,minutes_doc,단일 프로세스를 4단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0958,People팀 조직 및 인력 현황 작성,People팀 조직 및 인력 현황 작성 기준서 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0959,People팀 조직 및 인력 현황 작성,중간 People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0960,People팀 조직 및 인력 현황 작성,중간 People팀 조직 및 인력 현황 작성 결과표 등록,상시,analysis_report,단일 프로세스를 7단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0961,People팀 조직 및 인력 현황 작성,인력 현황 작성 회의록 발행,상시,minutes_doc,단일 프로세스를 7단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0962,People팀 조직 및 인력 현황 작성,자료집 발행,상시,minutes_doc,단일 프로세스를 7단계 성과활동으로 분해,기획
People팀 조직 및 인력 현황 작성,(원본 L6 미기재),V2-L6-0963,People팀 조직 및 인력 현황 작성,People팀 조직 확정,상시,approval_doc,단일 프로세스를 7단계 성과활동으로 분해,기획
