[AS-IS] L3,[AS-IS] L4,[AS-IS] L5,[AS-IS] L6,[TO-BE] L3,[TO-BE] L4,[TO-BE] L5,[TO-BE] L6,추천 주체,전략 사유
인력운영,인력이동,개별 전배,전배 발령,인력운영,인력이동,개별 전배,전배 발령 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력이동,개별 전배,전배 발령,인력운영,인력이동,개별 전배,전배 발령 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력이동,전입,전입(or 신입) 규모 확인,인력운영,인력이동,전입,전입(or 신입) 규모 확인 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력이동,전입,전입(or 신입) 규모 확인,인력운영,인력이동,전입,전입(or 신입) 규모 확인 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력이동,전입,배치 부서 확인,인력운영,인력이동,전입,배치 부서 확인 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력이동,전입,배치 부서 확인,인력운영,인력이동,전입,배치 부서 확인 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력이동,전입,배치 안내,인력운영,인력이동,전입,배치 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,인력이동,전입,배치 안내,인력운영,인력이동,전입,배치 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,인력이동,전입,온보딩 관리,인력운영,인력이동,전입,온보딩 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력이동,전입,온보딩 관리,인력운영,인력이동,전입,온보딩 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,휴복직,휴직,휴직 신청,인력운영,휴복직,휴직,휴직 신청 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,휴복직,휴직,휴직 신청,인력운영,휴복직,휴직,휴직 신청 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,휴복직,휴직,휴직 면담,인력운영,휴복직,휴직,휴직 면담 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,휴복직,휴직,휴직 면담,인력운영,휴복직,휴직,휴직 면담 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토 대상자/기준 취합",Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토 결과 확정",HR,정성적 판단 및 최종 의사결정
인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토",인력운영,휴복직,휴직,"휴직 적정성 및 일정, 서류 검토 결과 통보 발송",Digital Worker,확정 결과의 시스템 일괄 발송
인력운영,휴복직,휴직,휴직원 작성 및 신청,인력운영,휴복직,휴직,휴직원 작성 및 신청 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
인력운영,휴복직,휴직,휴직원 작성 및 신청,인력운영,휴복직,휴직,휴직원 작성 및 신청 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
인력운영,휴복직,휴직,휴직 행정사항 안내,인력운영,휴복직,휴직,휴직 행정사항 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,휴복직,휴직,휴직 행정사항 안내,인력운영,휴복직,휴직,휴직 행정사항 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,휴복직,휴직,휴직 연장 신청,인력운영,휴복직,휴직,휴직 연장 신청 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,휴복직,휴직,휴직 연장 신청,인력운영,휴복직,휴직,휴직 연장 신청 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,휴복직,복직,"복직 안내(한달전, 일주일전)",인력운영,휴복직,복직,"복직 안내(한달전, 일주일전) 문구 및 대상자 확정",HR,안내 내용의 적절성 검토
인력운영,휴복직,복직,"복직 안내(한달전, 일주일전)",인력운영,휴복직,복직,"복직 안내(한달전, 일주일전) 알림 발송",Digital Worker,시스템을 통한 일괄 전송
인력운영,휴복직,복직,복직원 작성 및 신청,인력운영,휴복직,복직,복직원 작성 및 신청 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
인력운영,휴복직,복직,복직원 작성 및 신청,인력운영,휴복직,복직,복직원 작성 및 신청 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
인력운영,휴복직,복직,출근 및 행정사항 처리,인력운영,휴복직,복직,출근 및 행정사항 처리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,휴복직,복직,출근 및 행정사항 처리,인력운영,휴복직,복직,출근 및 행정사항 처리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,휴복직,복직,부서장 전결 메모결재 진행,인력운영,휴복직,복직,부서장 전결 메모결재 진행 일정 및 자원 확정,HR,복잡한 일정 조율 및 기획
인력운영,휴복직,복직,부서장 전결 메모결재 진행,인력운영,휴복직,복직,부서장 전결 메모결재 진행 참석 안내문 발송,Digital Worker,대상자 대량 알림
인력운영,휴복직,복직,부서장 전결 메모결재 진행,인력운영,휴복직,복직,부서장 전결 메모결재 진행 결과 리포트 취합,Digital Worker,실행 결과의 기계적 수합
인력운영,휴복직,복직,연장 휴직원 작성 안내,인력운영,휴복직,복직,연장 휴직원 작성 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,휴복직,복직,연장 휴직원 작성 안내,인력운영,휴복직,복직,연장 휴직원 작성 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,휴복직,복직,휴직 발령 수정,인력운영,휴복직,복직,휴직 발령 수정 증빙 데이터 대조,Digital Worker,시스템 데이터와 입력값 대조
인력운영,휴복직,복직,휴직 발령 수정,인력운영,휴복직,복직,휴직 발령 수정 시스템 등록,Digital Worker,확정값의 기계적 적재
인력운영,퇴직,퇴직,퇴직 면담 요청,인력운영,퇴직,퇴직,퇴직 면담 요청 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,퇴직,퇴직 면담 요청,인력운영,퇴직,퇴직,퇴직 면담 요청 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,퇴직,부서장/인사 퇴직면담,인력운영,퇴직,퇴직,부서장/인사 퇴직면담 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,퇴직,부서장/인사 퇴직면담,인력운영,퇴직,퇴직,부서장/인사 퇴직면담 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청 기초 자료 취합",Digital Worker,단순 데이터 수집
인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청",인력운영,퇴직,퇴직,"핵심인력 여부, 수혜금액 확인 및 변제요청 최종 결과 확정",HR,담당자 최종 검토 및 확정
인력운영,퇴직,퇴직,퇴직원 작성,인력운영,퇴직,퇴직,퇴직원 작성 기초 데이터 추출,Digital Worker,Workday 등 시스템 리포트 확보
인력운영,퇴직,퇴직,퇴직원 작성,인력운영,퇴직,퇴직,퇴직원 작성 분석 결과/기안서 확정,HR,인사적 통찰이 포함된 최종안 확정
인력운영,퇴직,퇴직,퇴직 행정사항 안내,인력운영,퇴직,퇴직,퇴직 행정사항 안내 문구 및 대상자 확정,HR,안내 내용의 적절성 검토
인력운영,퇴직,퇴직,퇴직 행정사항 안내,인력운영,퇴직,퇴직,퇴직 행정사항 안내 알림 발송,Digital Worker,시스템을 통한 일괄 전송
인력운영,퇴직,퇴직,퇴직자 사후 모니터링,인력운영,퇴직,퇴직,퇴직자 사후 모니터링 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,퇴직,퇴직자 사후 모니터링,인력운영,퇴직,퇴직,퇴직자 사후 모니터링 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,리텐션,우수인력 관리,인력운영,퇴직,리텐션,우수인력 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,리텐션,우수인력 관리,인력운영,퇴직,리텐션,우수인력 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,리텐션,퇴직 사유 관리,인력운영,퇴직,리텐션,퇴직 사유 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,리텐션,퇴직 사유 관리,인력운영,퇴직,리텐션,퇴직 사유 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립,인력운영,퇴직,리텐션,유형별 맞춤형 리텐션 방안 수립 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설",인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설 기초 자료 취합",Digital Worker,단순 데이터 수집
인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설",인력운영,퇴직,리텐션,"로테이션, 파견 프로그램 제도 신설 최종 결과 확정",HR,담당자 최종 검토 및 확정
인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정,인력운영,인력 활용,리스킬링,리스킬링 타겟 부서/업무/대상 선정 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담,인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담,인력운영,인력 활용,리스킬링,대상자 인사/부서장 면담 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력 활용,리스킬링,발령 및 실이동,인력운영,인력 활용,리스킬링,발령 및 실이동 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력 활용,리스킬링,발령 및 실이동,인력운영,인력 활용,리스킬링,발령 및 실이동 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력 활용,리스킬링,온보딩 관리,인력운영,인력 활용,리스킬링,온보딩 관리 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력 활용,리스킬링,온보딩 관리,인력운영,인력 활용,리스킬링,온보딩 관리 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력 활용,시니어,시니어 활용 방안 수립,인력운영,인력 활용,시니어,시니어 활용 방안 수립 기초 자료 취합,Digital Worker,단순 데이터 수집
인력운영,인력 활용,시니어,시니어 활용 방안 수립,인력운영,인력 활용,시니어,시니어 활용 방안 수립 최종 결과 확정,HR,담당자 최종 검토 및 확정
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리 기초 자료 취합",Digital Worker,단순 데이터 수집
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 후보군 성과 관리 최종 결과 확정",HR,담당자 최종 검토 및 확정
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발 대상자/기준 취합",Digital Worker,시스템 및 메일 데이터 기초 수합
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발 결과 확정",HR,정성적 판단 및 최종 의사결정
인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발",인력운영,인력 활용,시니어,"정년후 재고용(시니어트랙, 3자녀) 선발 결과 통보 발송",Digital Worker,확정 결과의 시스템 일괄 발송
